ac|en|fi|pt|ru|zh|ja|ko|de
rings_unique12|Mana Bender's Will|Mana Benderin tahto|A vontade de Mana Bender|Mana Bender's Will|玛娜班德的意志|マナベンダーの意志|Mana Bender's Will|Der Wille des Mana-Benders
rings_unique13|Techtonic Frequency|Techtonic Frequency|Techtonic Frequency|Techtonic Frequency|科技频率|テクトニック周波数|Techtonic Frequency|Techtonische Frequenz
rings_unique14|Rainbow Band|Sateenkaaribändi|Faixa Arco-íris|Rainbow Band|彩虹乐队|レインボーバンド|Rainbow Band|Regenbogen-Band
rings_unique15|Fury of Tarethiel|Tarethielin raivo|Fúria de Tarethiel|Fury of Tarethiel|塔雷西尔之怒|フューリーオブタレシエル|Fury of Tarethiel|Wut von Tarethiel
rings_unique16|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint|The Absence of Constraint
rings_unique17|Melee C|Melee C|Melee C|Melee C|C级混乱眼环|Melee C|Melee C|Melee C
rings_unique18|Melee A|Melee A|Melee A|Melee A|A级混乱眼环|Melee A|Melee A|Melee A
rings_unique19|Melee S|Melee S|Melee S|Melee S|S级混乱眼环|Melee S|Melee S|Melee S
rings_unique20|Caster C|Caster C|Caster C|Caster C|C级铸工戒指|Caster C|Caster C|Caster C
rings_unique21|Caster A|Caster A|Caster A|Caster A|A级铸工戒指|Caster A|Caster A|Caster A
rings_unique22|Caster S|Caster S|Caster S|Caster S|S级铸工戒指|Caster S|Caster S|Caster S
rings_unique23|Ranged C|Ranged C|Ranged C|Ranged C|C级漫游戒指|Ranged C|Ranged C|Ranged C
rings_unique24|Ranged A|Ranged A|Ranged A|Ranged A|A级漫游戒指|Ranged A|Ranged A|Ranged A
rings_unique25|Ranged S|Ranged S|Ranged S|Ranged S|S级漫游戒指|Ranged S|Ranged S|Ranged S
rings_unique26|Thorns C|Thorns C|Thorns C|Thorns C|C级荆棘戒指|Thorns C|Thorns C|Thorns C
rings_unique27|Thorns A|Thorns A|Thorns A|Thorns A|A级荆棘戒指|Thorns A|Thorns A|Thorns A
rings_unique28|Thorns S|Thorns S|Thorns S|Thorns S|S级荆棘戒指|Thorns S|Thorns S|Thorns S
rings_unique29|Tank C|Tank C|Tank C|Tank C|C级坦克铁环|Tank C|Tank C|Tank C
rings_unique30|Tank A|Tank A|Tank A|Tank A|A级坦克铁环|Tank A|Tank A|Tank A
rings_unique31|Tank S|Tank S|Tank S|Tank S|S级坦克铁环|Tank S|Tank S|Tank S
[belts]||||||||
belts0|Sash|Nauha|Faixa|Пояс|腰带|サッシュ|띠|Schärpe
belts1|Monk Sash|Munkin Nauha|Faixa de Monge|Пояс монаха|和尚腰带|モンクサッシュ|수도승 띠|Mönchsschärpe
belts2|Belt|Vyö|Cinto|Ремень|带|ベルト|벨트|Gürtel
belts3|Heavy Belt|Raskas Vyö|Cinto Pesado|Широкий ремень|沉重的皮带|ヘビーベルト|무거운 벨트|Schwerer Gürtel
belts4|Leather Sash|Nahkanauha|Faixa de Couro|Кожаный ремень|皮革腰带|レザーサッシュ|가죽 띠|Ledergürtel
belts5|Primal Belt|Alkukantainen vyö|Cinto Primitivo|Простой пояс|原始的皮带|プライマルベルト|원시 벨트|Urgürtel
[belts_unique]||||||||
belts_unique0|Warrior Belt|Soturin Vyö|Cinto de Guerreiro|Ремень Воина|战士腰带|ウォリアーベルト|전사 벨트|Kriegergürtel
belts_unique1|Viperskin Belt|Kyynnahkavyö|Cinto de Pele de Víbora|Ремень из змеиной кожи|蛇皮腰带|バイパースキンベルト|바이퍼스킨 벨트|Schlangenhautgürtel
belts_unique2|Lich Sash|Lich-nauha|Faixa de Lich|Пояс Лича|巫妖腰带|リッチサッシュ|시체 띠|Leichengürtel
belts_unique3|Tribal Belt|Heimovyö|Cinto Tribal|Племенной Ремень|部落地带|トライバルベルト|부족 벨트|Stammesgürtel
belts_unique4|Foxweave Belt|Ketunkutoma Vyö|Cinto de Raposa|Хитрый Лис|狐狸波腰带|フォックスウィーブベルト|폭스위브 벨트|Fuchsgürtel
belts_unique5|Assassin's Belt|Salamurhaajan Vyö|Cinto do Assassino|Пояс Убийцы|刺客的腰带|アサシンズベルト|암살자의 벨트|Mördergürtel
belts_unique6|Crystal Belt|Kristallivyö|Cinto de Cristal|Кристальный Пояс|水晶带|クリスタルベルト|크리스탈 벨트|Kristallgürtel
belts_unique7|Heavy Duty|Raskas Työvyö|Trabalho Pesado|Массивный Ремень|重型|ヘビーデューティ|대형|Harte Beanspruchung
belts_unique8|Commander's Sash|Komentajan Nauha|Faixa do Comandante|Командирский ремень|指挥官的腰带|司令官のサッシュ|사령관의 띠|Schärpe des Kommandanten
belts_unique9|Monkeyskin Belt|Apinannahkavyö|Cinto de Pele de Macaco|Ремень из обезьяньей кожи|猴子皮腰带|モンキースキンベルト|몽키스킨 벨트|Affenhautgürtel
belts_unique10|Belt of War|Sotavyö|Cinto da Guerra|Ремень Войны|战争腰带|ベルト･オブ･ウォー|전쟁의 벨트|Gürtel des Krieges
belts_unique11|Traveler's Double Belt|Matkustajan Kaksinkertainen Vyö|Cinto duplo do viajante|Двойной Пояс Путешественника|旅行者双腰带|トラベラーズダブルベルト|여행자 용 더블 벨트|Doppelgürtel des Reisenden
belts_unique12|Belt of Skulls|Pääkallovyö|Cinto de crânios|Пояс черепов|骷髅腰带|頭蓋骨のベルト|해골 허리띠|Gürtel der Schädel
belts_unique13|Engineer's Toolbelt|Insinöörin Työkaluvyö|Cinto de ferramentas do engenheiro|Пояс инженера|工程师工具带|エンジニアのツールベルト|엔지니어의 도구 벨트|Werkzeuggürtel des Ingenieurs
belts_unique14|Vagabond's Strap|Kiertolaisen Remmi|Correia de vagabundo|Ремень Скитальца|流浪者的表带|バガボンドのストラップ|방랑자의 결박|Vagabonds Riemen
belts_unique15|Flame Diviner's Cord|Tuliennustajan Köysi|Cordão do Divinador da Chama|Пояс Прорицателя|烈焰神谕者的绳|炎占い師のコード|화염 점쟁이의 장식 끈|Flammenwahrsagers Kabel
belts_unique16|Justiciar's Thunder Sash|Oikeuttajan Ukkosvyö|Faixa do Trovão do Justiciar|Пояс Праведного|正义法官的雷霆腰带|司法長官のサンダーサッシュ|Justiciar의 천둥 장식 띠|Justiciars Donnerschärpe
belts_unique17|Earth Shaper's Belt|Maanmuokkaajan Vyö|Cinto do Formador da Terra|Пояс Творца|造地者腰带|アースシェイパーのベルト|지구 형성 자의 허리띠|Gürtel des Erdformers
belts_unique18|Knight's Girdle|Knight's Girdle|Knight's Girdle|Пояс Рыцаря|Knight's Girdle|Knight's Girdle|Knight's Girdle|Knight's Girdle
belts_unique19|Belt of Infinite Wealth|Äärettömän rikkauden vyö|Cinturão de Riqueza Infinita|Belt of Infinite Wealth|无限财富的腰带|無限の富をもたらすベルト|Belt of Infinite Wealth|Gürtel des unendlichen Reichtums
belts_unique20|Rugal's Sash of Undertaking|Rugalin sitoutumislippu|Rugal's Sash of Undertaking|Rugal's Sash of Undertaking|Rugal的承诺书|ルガルの襷（たすき）をかけて|Rugal's Sash of Undertaking|Rugal's Schärpe der Unternehmung
belts_unique21|Sash of the Magi|Taikurien liivi|A faixa dos Reis Magos|Sash of the Magi|麦琪的腰带|マギのサッシュ|Sash of the Magi|Schärpe der Heiligen Drei Könige
belts_unique22|Ice Queen's Cestus|Jääkuningattaren Cestus|Cestus da Rainha do Gelo|Ice Queen's Cestus|冰雪女王的塞斯图斯|Ice Queen's Cestus|Ice Queen's Cestus|Eisköniginnenzistrosen
belts_unique23|Set's Lightning Sash|Setin salamanauha|Conjunto de faixa de relâmpagos|Set's Lightning Sash|集的闪电腰带|セトのライトニングサッシュ|Set's Lightning Sash|Blitzschärpe des Sets
belts_unique24|Tether of Anguish|Tuskan köysi|Corda de angústia|Tether of Anguish|痛苦的纽带|Tether of Anguish（苦悩の綱|Tether of Anguish|Fessel der Angst
belts_unique25|Hatshepsut's Girdle|Hatsepsutin vyötärö|Cinturão Hatshepsut|Hatshepsut's Girdle|哈特谢普苏特的腰带|ハトシェプストのガードル|Hatshepsut's Girdle|Hatschepsuts Hüftgürtel
belts_unique26|Ashen Belt|Tuhkainen vyö|Cinto Ashen|Ashen Belt|灰烬带|アッシェンベルト|Ashen Belt|Aschegürtel
belts_unique27|Outcast Warrior's Sash|Outcast-soturin vyö|Pária do Guerreiro Pária|Outcast Warrior's Sash|弃儿战士的腰带|アウトキャスト・ウォリアーズ・サッシュ|Outcast Warrior's Sash|Schärpe des verstoßenen Kriegers
belts_unique28|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt|Combat Duty Belt
belts_unique29|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny|Cingulum of Shifting Destiny
belts_unique30|Melee C|Melee C|Melee C|Melee C|C级混乱腰带|Melee C|Melee C|Melee C
belts_unique31|Melee A|Melee A|Melee A|Melee A|A级混乱腰带|Melee A|Melee A|Melee A
belts_unique32|Melee S|Melee S|Melee S|Melee S|S级混乱腰带|Melee S|Melee S|Melee S
belts_unique33|Caster C|Caster C|Caster C|Caster C|C级铸工腰带|Caster C|Caster C|Caster C
belts_unique34|Caster A|Caster A|Caster A|Caster A|A级铸工腰带|Caster A|Caster A|Caster A
belts_unique35|Caster S|Caster S|Caster S|Caster S|S级铸工腰带|Caster S|Caster S|Caster S
belts_unique36|Ranged C|Ranged C|Ranged C|Ranged C|C级漫游腰带|Ranged C|Ranged C|Ranged C
belts_unique37|Ranged A|Ranged A|Ranged A|Ranged A|A级漫游腰带|Ranged A|Ranged A|Ranged A
belts_unique38|Ranged S|Ranged S|Ranged S|Ranged S|S级漫游腰带|Ranged S|Ranged S|Ranged S
belts_unique39|Thorns C|Thorns C|Thorns C|Thorns C|C级荆棘腰带|Thorns C|Thorns C|Thorns C
belts_unique40|Thorns A|Thorns A|Thorns A|Thorns A|A级荆棘腰带|Thorns A|Thorns A|Thorns A
belts_unique41|Thorns S|Thorns S|Thorns S|Thorns S|S级荆棘腰带|Thorns S|Thorns S|Thorns S
belts_unique42|Tank C|Tank C|Tank C|Tank C|C坦克腰带|Tank C|Tank C|Tank C
belts_unique43|Tank A|Tank A|Tank A|Tank A|A坦克腰带|Tank A|Tank A|Tank A
belts_unique44|Tank S|Tank S|Tank S|Tank S|S坦克腰带|Tank S|Tank S|Tank S
[potions]||||||||
potions0|Elixir of Health|Elämän eliksiiri|Elixir da Vida|Эликсир здоровья|健康的灵丹妙药|体力のエリクサー|생명의 비약|Gesundheitselixir
potions1|Potion of Swiftness|Nopeusrohto|Poção da Rapidez|Зелье проворства|敏捷药水|素早さのポーション|신속함의 물약|Geschicklichkeitstrank
potions2|Mana Flask|Manapullo|Frasco de Mana|Флакон маны|魔法瓶|マナフラスコ|마나 플라스크|Manaflachmann
potions3|Rejuvenation Elixir|Parannuseliksiiri|Elixir de Rejuvenescimento|Эликсир омоложения|长生不老药|リジュブネーションエリクサー|회춘 비약|Verjüngungselixir
potions4|Shielding Potion|Suojaava Rohto|Poção de Proteção|Защитное зелье|防护药水|シールドポーション|차폐 물약|Schutztrank
potions5|Cleansing Elixir|Puhdistava Eliksiiri|Elixir de Limpeza|Очищающий эликсир|清洗药剂|クレンジングエリクサー|정화 비약|Reinigungselixir
[potions_unique]||||||||
potions_unique0|Witches Potion|Noidan Rohto|Poção do Curandeiro|Ведьмовской отвар|巫医的药水|ウィッチドクターのポーション|부두술사 물약|Trank des Hexenarztes
potions_unique1|Elixir of Death|Kuoleman eliksiiri|Elixir da Morte|Эликсир Смерти|死亡药水|死のエリクサー|죽음의 비약|Todeselixir
potions_unique2|Maggot Eye Elixir|Madonsilmäeliksiiri|Elixir de Olho de Larva|Глазной Отвар|蛆眼睛长生不老药|マゴットアイエリクサー|구더기 눈 비약|Madenaugeelixir
potions_unique3|Empty Bottle of Vodka|Tyhjä viinapullo|Garrafa Vazia de Vodka|Пустая Бутылка Водки|空瓶伏特加酒|ウォッカの空ボトル|보드카 빈 병|Leere Wodkaflasche
potions_unique4|Bottle of Radogate|Pullo Radogatea|Garrafa de Radogate|Бутылка Радогейта|一瓶Radogate|ボトル･オブ･ラドゲート|라도게이트 병|Radogate-Flasche
potions_unique5|Wizard Potion|Velhorohto|Poção do Mago|Зелье Волшебника|巫师药水|ウィザードポーション|마법사 물약|Zaubertrank
potions_unique6|Radbull|Radbull|Radbull|Radbull|拉德布尔|ラドブル|래드불|Radbull
potions_unique7|Surströmming|Surströmming|Surströmming|Сюрстрёмминг|鲱鱼罐头|サーストレーミング|서스트뢰밍|Surströmming
potions_unique8|Protein Shake|Proteiinipirtelö|Shake Proteico|Протеиновый Коктейль|蛋白奶昔|プロテインシェイク|단백질 셰이크|Proteinshake
potions_unique9|Blood of Spartan|Spartalaisen veri|Sangue de Espartano|Кровь Спартанца|斯巴达的血|スパルタの血|스파르탄의 피|Spartanerblut
potions_unique10|Bottle of Sake|Sake-pullo|Garrafa de Saquê|Бутылка Сакэ|Sake瓶|日本酒|사케 병|Sakeflasche
potions_unique11|Praetorian Blood|Pretoriaanin veri|Sangue Pretoriano|Кровь Преторианца|执政官的血液|近衛兵の血|근위병 피|Prätorierblut
potions_unique12|Ghostly Potion|Kummitusrohto|Poção Fantasmagórica|Зелье Призрачной Формы|可怕的药水|幽霊のポーション|유령 물약|Geistertrank
potions_unique13|Prismatic Potion|Kirkas rohto|Poção Prismática|Призматический Эликсир|棱镜药水|プリズムポーション|프리즘 물약|Prismatrank
potions_unique14|Sung Lee's Unleashed Rage|Sung Lee's Unleashed Rage|Sung Lee's Unleashed Rage|Ярость Сон Ли|李晟的狂怒|ソンリーの解き放たれた怒り|이성의 해방 된 분노|Sung Lees entfesselte Wut
potions_unique15|Power of the Void|Tyhjyyden voima|Poder do Vazio|Сила Пустоты|虚无之力|ボイドの力|공허의 힘|Kraft der Leere
potions_unique16|Caffeinated Coffee Container|Kofeiinipitoisen kahvin säiliö|Recipiente de Café Cafeinado|Caffeinated Coffee Container|含咖啡因的咖啡容器|カフェイン入りコーヒー容器|Caffeinated Coffee Container|Behälter für koffeinhaltigen Kaffee
potions_unique17|Gold Inlaid Mysterious Potion|Kullan upotekoristeinen salaperäinen juoma|Poção misteriosa incrustada em ouro|Gold Inlaid Mysterious Potion |镶嵌黄金的神秘药水|金象嵌の神秘的なポーション|Gold Inlaid Mysterious Potion |Gold eingelegt Mysteriöser Trank
potions_unique18|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition|Elixir of Unworldly Cognition
[set_names]||||||||
gurag_setname|Gurag's Fury|Guragin raivo|Fúria de Gurag|Гнев Гурага|古拉格的愤怒|グーラグの憤激|구라그의 분노|Gurag Wut
reaper_setname|Death's Toll|Kuoleman Tulli|Pena de Morte|Подношение Смерти|死亡人数|死の鐘|죽음의 울림|Der Tod der Maut
anubis_setname|Anubi's Eternal Life|Anubiksen Ikuinen Elämä|Vida Eterna de Anúbis|Вечная Жизнь Анубиса|阿努比斯永生|アヌビスの永遠の命|아누비스의 영생|Anubi des ewigen Lebens
damien_setname|Damien's Legacy|Damienin Perintö|Legado de Damien|Наследие Дэмиена|达米恩的遗产|デイミアンの遺産|데미안의 유산|Damien Vermächtnis
karp_setname|Genji's Battle Gear|Genjin Taisteluvarusteet|Equipamento de Batalha de Genji|Боевая Экипировка Гэндзи|根吉的战斗装备|ゲンジのバトル・ギア|겐지의 전투 장비|Genjis Kampfausrüstung
satan_setname|Satan's Curse|Saatanan Kirous|Maldição de Satã|Проклятье Сатаны|撒旦的诅咒|サタンの呪い|사탄의 저주|Satans Fluch
mevius_setname|Mevius' Eye of Chaos|Meviuksen Kaaossilmä|Olho do Caos de Mevius|Око Хаоса Мевиуса|混沌之眼|メビウスの混沌の目|뫼비우스의 혼돈의 눈|Mevius' Auge des Chaos
tals_setname|Tal's Reaping|Talin Niitto|Colheita de Tal|Жатва Тала|塔尔的收割|タルの収穫|탈의 베기|Tal der Ernte
zeus_setname|Thunder God's Wrath|Ukkosjumalan Raivo|Fúria do Deus do Trovão|Ярость Бога Грома|雷神之怒|雷神の天罰|천둥신의 분도|Donnergott Zorn
steve_setname|Stickman Steve's Destruction|Teemu Tikku-Ukon Tuho|Destruição de Stickman Steve|Шалость Человечка Стива|火柴人史蒂夫的毁灭|棒人間スティーブの破壊|졸라맨 스티브의 파괴|Strichmännchen Steve Zerstörung
redneck_setname|Redneck's Work Gear|Punaniskan Työvarusteet|Equipamento de Trabalho do Camponês|Рабочие Инструменты Деревенщины|红脖子的工作装备|レッドネックの作業道具|레드넥의 작업 장비|Redneck Arbeit Gang
redneck2_setname|Lumberjack's Forestry Gear|Tukkimiehen Metsävarusteet|Equipamento florestal de lenhador|Экипировка Лесоруба|伐木工人的林业装备|木こりの林業用品|벌목꾼의 임업 장비|Holzfäller-Forstausrüstung
pirate_setname|Black Beard's Remains|Mustaparran Jäänteet|Restos do Barba Negra|Останки Черной бороды|黑胡子的遗骸|黒髭の亡骸|검은 수염의 유품|Black Beard Überreste
pirate2_setname|Plunderer's Ensemble|Ryöstelijän Asukokonaisuus|Conjunto de saqueador|Наряд Расхитительницы|掠夺者乐团|プランダラのアンサンブル|약탈자의 앙상블|Plündererensemble
