[talents]|en|fi|pt|ru|zh|ja|ko|de
demonspawn_talent_18|Blood Tendrils|Verilonkerot|Gavinhas de sangue|Кровавые Щупальца|血卷须|血の触手|핏줄|Blutranken
||||||||
demonspawn_desc_1|Chance on attack to launch Bone Fragments at the nearest enemy. Bone fragments get stuck inside enemies and deal damage over time.|Mahdollisuus hyökätessä heittää Luun Jäänteet lähimpään viholliseen. Luun Jäänteet juuttuvat vihollisten sisälle ja tuottaen vauriota ajan myötä.|Chance de atacar para lançar Fragmentos de Ossos no inimigo mais próximo. Fragmentos de ossos ficam presos nos inimigos e causam dano ao longo do tempo.|Заклинатель Костей имеет шанс при Базовой Атаке выстрелить Фрагментами Костей, которые при попадании по врагу застревают в нем и наносят периодический урон.|攻击时有可能向附近的敌人发射骨头碎片。骨头碎片会卡在敌人体内，并随时间造成伤害。|最も近い敵に骨片を発射するチャンス。骨の破片は敵の内部に詰まり、時間の経過とともにダメージを与えます。|가장 가까운 적에게 뼈 조각을 발사 할 확률입니다. 뼈 파편이 적에게 붙어 시간이 지남에 따라 피해를 입 힙니다.|Chance beim Angriff, Knochenfragmente auf den nächsten Feind abzufeuern. Knochenfragmente bleiben in Feinden stecken und verursachen mit der Zeit Schaden.
demonspawn_desc_2|The Bone Conjurer unleashes furious Bone Spikes from the ground around him, damaging and stunning enemies.|Luidentekijä vapauttaa raivoisat luupiikit maasta hänen ympärillään, vahingoittaen ja tainnuttaen vihollisia.|O Conjurador de Ossos desencadeia furiosos Espinhos de Osso do chão ao seu redor, causando danos e atordoando inimigos.|Заклинатель Костей сотворяет костяные шипы, которые появляясь из-под земли, наносят урон врагам и Оглушают их.|骨术师从他周围的地面释放出愤怒的骨刺，伤害并击晕敌人。|ボーンコンジュラーは猛烈なボーンスパイクを周囲の地面から解放し、敵にダメージを与え、衝撃を与えます。|뼈 마법사는 주위의 땅에서 격렬한 뼈 스파이크를 방출하여 적을 공격하고 기절시킵니다.|Der Knochenbeschwörer setzt wütende Knochenspitzen aus dem Boden um ihn herum frei, die Feinde beschädigen und betäuben.
demonspawn_desc_3|Creates orbiting bones that deal damage to enemies and increases your damage reduction by 10%.|Luo kiertoradat, jotka aiheuttavat vahinkoa vihollisille ja lisäävät vahinkosi vähenemistä 10%.|Cria ossos em órbita que causam dano aos inimigos e aumenta a redução de dano em 10%.|Заклинатель Костей временно окружает себя Костяным Вихрем, который  дарует 10% Снижения Урона и наносит урон врагам при контакте.|产生对敌人造成伤害的轨道骨骼，并使伤害减少量提高10％。|敵にダメージを与える軌道ボーンを作成し、ダメージの減少を10％増加させます。|적에게 피해를주고 피해 감소를 10 % 증가시키는 궤도 뼈를 만듭니다.|Erzeugt umlaufende Knochen, die Feinden Schaden zufügen und die Schadensreduzierung um 10% erhöhen.
demonspawn_desc_4|The closer the Bone Conjurer is to the target, the more damage he deals.|Mitä lähempänä Luidentekijä on kohdetta, sitä enemmän vauriota hän tekee.|Quanto mais próximo o Conjurador de Ossos estiver do alvo, mais danos ele causa.|Чем ближе Заклинатель Костей находится к врагу, тем больше он наносит ему урона.|骨魔术师越接近目标，他造成的伤害就越大。|ボーンコンジュラーがターゲットに近いほど、与えるダメージが大きくなります。|뼈 요술사가 목표에 가까울수록 더 많은 피해를 입 힙니다.|Je näher der Knochenbeschwörer am Ziel ist, desto mehr Schaden verursacht er.
demonspawn_desc_5|Drain the essence of slain enemies and cause your bones to harden, protecting you from future attacks.|Ammenna surmattujen vihollisten esanssia, joka kovettaa luusi, suojaten sinua tulevilta hyökkäyksiltä.|Drene a essência dos inimigos mortos e faça com que seus ossos endureçam, protegendo-o de futuros ataques.|Заклинатель Костей вытягивает эссенции из поверженных врагов, укрепляя свои кости, чтоб защититься от дальнейших атак.|耗尽被杀死敌人的精髓，使您的骨头变硬，保护您免受将来的攻击。|倒された敵の本質を排出し、あなたの骨を硬化させ、将来の攻撃からあなたを守ります。|처치 한 적의 정수를 빼앗고 뼈가 단단해 지도록하여 미래의 공격으로부터 보호 할 수 있습니다.|Lassen Sie die Essenz getöteter Feinde ab und lassen Sie Ihre Knochen hart werden, um Sie vor zukünftigen Angriffen zu schützen.
demonspawn_desc_6|Chance on attack to lob a mass of cartilage and bone at the target which then explodes into Bone Fragments.|Mahdollisuus hyökätessä heittää ruston ja luun massa kohdettä päin, joka sitten räjähtää Luun Jäänteiksi.|Chance de atacar para lançar uma massa de cartilagem e osso no alvo, que depois explode em Fragmentos de Ossos.|Заклинатель Костей имеет шанс при Базовой Атаке выстрелить Хрящом с костяной массой во врага, Хрящ при попадании взрывается и разлетается на Фрагменты Костей.|攻击时有可能在目标处刺出大量软骨和骨头，然后爆炸成骨头碎片。|攻撃の機会に軟骨と骨の塊を標的に突き刺し、それが爆発すると骨片に爆発します。|공격시 일정 확률로 대상에 연골과 뼈를 뭉쳐 뼈 조각으로 폭발합니다.|Chance beim Angriff, eine Masse von Knorpel und Knochen auf das Ziel zu werfen, die dann in Knochenfragmente explodiert.
demonspawn_desc_7|Upon killing an enemy, temporarily become enraged and deal additional damage with all abilities.|Kun tapat vihollisen, menet väliaikaisesti raivoon ja aiheutat lisävauriota kaikilla taidoilla.|Ao matar um inimigo, fique temporariamente enfurecido e cause dano adicional com todas as habilidades.|При убийстве врага получает временное усиление, которое позволяет ему наносить больше урона своими Способностями.|杀死敌人后，会暂时变得生气，并使用所有能力造成额外的伤害。|敵を倒すと、一時的に激怒し、すべての能力に追加のダメージを与えます。|적을 죽이면 일시적으로 격노하여 모든 능력으로 추가 피해를 입 힙니다.|Wenn Sie einen Feind töten, werden Sie vorübergehend wütend und fügen allen Fähigkeiten zusätzlichen Schaden zu.
demonspawn_desc_8|Forcibly removes bones from the target and pulls them towards you, dealing damage to the target and all targets in the path.|Poista luut väkisin kohteesta ja vedä niitä itseäsi kohti aiheuttaen vahinkoa kohteelle ja kaikille tiellä oleville kohteille.|Remove à força os ossos do alvo e os puxa em sua direção, causando dano ao alvo e a todos os alvos no caminho.|Вырывает кости врага и притягивает их к Отродью, нанося урон цели и задетым костями врагам.|强行从目标上取下骨头并将其拉向您，对目标和路径中的所有目标造成伤害。|ターゲットからボーンを強制的に削除して手前に引き、ターゲットとパス内のすべてのターゲットにダメージを与えます。|대상에서 뼈를 강제로 제거하고 당신쪽으로 잡아 당겨 경로의 대상과 모든 대상에 피해를 입 힙니다.|Entfernt gewaltsam Knochen vom Ziel und zieht sie zu sich heran, wodurch das Ziel und alle Ziele auf dem Weg beschädigt werden.
demonspawn_desc_9|Manipulate your bones and create a barrage of bone shards to launch at enemies.|Manipuloi luitasi ja luo ryöppy luusirpaleita, jotka sinkoavat vihollisia päin.|Manipule seus ossos e crie uma enxurrada de fragmentos de ossos para lançar nos inimigos.|Заклинатель Костей сотворяет Костяной Залп.|操纵您的骨骼，并创建一堆碎片以向敌人发射。|あなたの骨を操作し、敵に発射する骨片の弾幕を作成します。|뼈를 조작하고 뼈 조각을 발사하여 적에게 발사하십시오.|Manipuliere deine Knochen und erstelle eine Flut von Knochensplittern, um auf Feinde zu schießen.
demonspawn_desc_10|Every 5th attack the Blood Lord releases a Blood Nova around him.|Joka viides hyökkäys Veren Ruhtinas vapauttaa hänen ympärilleen verinorvan.|A cada 5º ataque, o Lord do Sangue libera uma Nova de Sangue ao seu redor.|При каждой пятой Базовой Атаке Кровавый Лорд выпускает Кольцо Крови.|每进行5次攻击，鲜血领主就会在他周围释放出鲜血新星。|5回の攻撃ごとに、血王は彼の周りに血の新星を放ちます。|블러드로드는 5 번 공격 할 때마다 주위에 블러드 노바를 방출합니다.|Bei jedem fünften Angriff setzt der Blutlord eine Blutnova um ihn herum frei.
demonspawn_desc_11|Blood Lord casts a barrage of piercing blood bolts.|Veren Ruhtinas loitsii tulvan lävistäviä verinuolia.|Lord do Sangue lança uma enxurrada de raios de sangue penetrantes.|Кровавый Лорд сотворяет Кровяные Стрелы, выстреливает очередью Кровяных Стрел, которые Пронзают врагов.|血统领主投下了刺破血栓的弹幕。|ブラッドロードは貫通する血のボルトの弾幕を投げます。|피의 군주가 피의 화살을 찌르는 탄막을 던졌습니다.|Blutlord wirft eine Flut durchdringender Blutbolzen.
demonspawn_desc_12|Increases Blood Lord's and his allies regeneration rate.|Increases Blood Lord's and his allies regeneration rate.|Increases Blood Lord's and his allies regeneration rate.|Увеличивает Восстановление Маны Кровавого Лорда и его союзников.|增加血领主和他的盟友的再生率。|Increases Blood Lord's and his allies regeneration rate.|Increases Blood Lord's and his allies regeneration rate.|Increases Blood Lord's and his allies regeneration rate.
